,Unnamed: 0,id,subject_class_x,subject_id,object_class,object_id,context_class_x,context_id,created_at,description,action_template_id,value,is_hidden,ext_data,created_at_year,created_at_quarter,created_at_month,created_at_date,created_at_weekday,created_at_hour,subject_class_y,context_class_y,Категория,action_category,action
969,100072,567933,Deal,4583.0,User,162.0,Deal,4583.0,1610454711,"Gorbunov, Viktor изменил этап сделки №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новый этап: 2. Презентационная работа. Клиент: <rb-link object=""Company"" text=""ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:2686}""></rb-link>.",14.0,,False,,2021,1,1,2021-01-12,2,15,Deal,Deal,Сделка,deal,изменил этап сделки
970,100073,567932,Deal,4583.0,User,162.0,Deal,4583.0,1610454708,"Gorbunov, Viktor изменил этап сделки №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новый этап: 1. Выявление потребности. Клиент: <rb-link object=""Company"" text=""ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:2686}""></rb-link>.",14.0,,False,,2021,1,1,2021-01-12,2,15,Deal,Deal,Сделка,deal,изменил этап сделки
971,100074,567931,Deal,4583.0,User,162.0,Deal,4583.0,1610454703,"Gorbunov, Viktor изменил этап сделки №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новый этап: 2. Презентационная работа. Клиент: <rb-link object=""Company"" text=""ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:2686}""></rb-link>.",14.0,,False,,2021,1,1,2021-01-12,2,15,Deal,Deal,Сделка,deal,изменил этап сделки
972,100075,567930,DealActualStagePoint,173057.0,User,162.0,Deal,4583.0,1610454687,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 6. Клиент планирует контрактацию (не покупку!) в ближайшие 6 месяцев в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
973,100076,567929,DealActualStagePoint,173056.0,User,162.0,Deal,4583.0,1610454680,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5.5. Имеет ли клиент представление именно о нашей технике в рамках конкретной потребности в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
974,100077,567928,DealActualStagePoint,173055.0,User,162.0,Deal,4583.0,1610454673,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5.4. Какие бренды/модели рассматривает клиент по данной потребности в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
975,100078,567927,DealActualStagePoint,173054.0,User,162.0,Deal,4583.0,1610454668,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5.3. Собственные возможности по приобретению (задаток, предоплата, открытие кредиты и лизинги) в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
976,100079,567926,DealActualStagePoint,173051.0,User,162.0,Deal,4583.0,1610454662,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5. Выявление детальной информации (занести ответы на вопросы пп 5.1-5.5 в раздел «Коммуникация») в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
977,100080,567925,DealActualStagePoint,173053.0,User,162.0,Deal,4583.0,1610454661,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5.2. Когда техника нужна в хозяйстве в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
978,100068,567937,DealActualStagePoint,173063.0,User,162.0,Deal,4583.0,1610454750,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 6. ИТОГ: клиент точно определился с моделью техники (возможно наша и/или техника конкурентов) в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
979,100081,567924,DealActualStagePoint,173052.0,User,162.0,Deal,4583.0,1610454659,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5.1. Для каких конкретно задач нужна техника в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
980,100083,567922,DealActualStagePoint,173049.0,User,162.0,Deal,4583.0,1610454622,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 3. Сбор и внесение информации о конкурентах, с которыми работает клиент в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
981,100084,567921,DealActualStagePoint,173048.0,User,162.0,Deal,4583.0,1610454616,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 2. Внесение данных в карточку RB обновленных данных о контактных лицах (ЛПР, ЛВПР и прочих контактных лицах) в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
982,100085,567920,DealActualStagePoint,173047.0,User,162.0,Deal,4583.0,1610454608,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 1. Сбор информации о клиенте (площади, культуры, технологии, парк техники) и его ЮЛ (организация, форма собственности) в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
983,100086,567919,Deal,4583.0,User,162.0,Deal,4583.0,1610454605,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 27.01.2021.",85.0,,False,,2021,1,1,2021-01-12,2,15,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
984,100087,567918,DealProduct,7145.0,User,162.0,Deal,4583.0,1610454593,"Gorbunov, Viktor добавил 1 ед. товара <rb-link object=""Product"" text=""Камнеуборочная машина KONGSKILDE STONEBEAR SB 5200"" params=""{&quot;id&quot;:479,&quot;type&quot;:&quot;product&quot;}""></rb-link> в сделку - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",19.0,,False,,2021,1,1,2021-01-12,2,15,DealProduct,Deal,Сделка,deal,добавил товар в сделку
985,100088,567917,Deal,4583.0,User,162.0,Deal,4583.0,1610454265,"Gorbunov, Viktor создал новую сделку №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Клиент: <rb-link object=""Company"" text=""ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:2686}""></rb-link>.",9.0,,False,,2021,1,1,2021-01-12,2,15,Deal,Deal,Сделка,deal,создал новую сделку
987,100090,567915,Deal,3797.0,User,162.0,Deal,3797.0,1610453584,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №3797 - <rb-link object=""Deal"" text=""3797.Сделка с клиентом ИП Глава КФХ Хурчак А.В."" params=""{&quot;id&quot;:3797,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 28.02.2021.",85.0,,False,,2021,1,1,2021-01-12,2,15,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
990,100095,567910,Event,42721.0,User,127.0,Event,42721.0,1610453525,"Задача завершена - Плановый визит. Ответственный: Annenkov, Aleksey. Автор: Annenkov, Aleksey. Клиент: <rb-link object=""Company"" text=""ОАО Подъем"" params=""{&quot;id&quot;:1330}""></rb-link>. Завершить не позднее: 22.12.2020.",50.0,,False,,2021,1,1,2021-01-12,2,15,Event,Event,Календарь,calendar,Завершено событие календаря
991,100096,567909,Comment,59141.0,User,127.0,Event,42721.0,1610453525,"Annenkov, Aleksey создал новый комментарий ""22.12.2020 Продемонстрировал наличие ПСМ, забрал отгрузочные документы на проверку и подписание с нашей стороны."" в задаче - .",87.0,,False,,2021,1,1,2021-01-12,2,15,Comment,Event,Календарь,calendar,создал новый комментарий в событии календаря
992,100082,567923,DealActualStagePoint,173050.0,User,162.0,Deal,4583.0,1610454628,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 4. Выявление конкретной потребности – внесение техники в карточку сделки в раздел «Номенклатура» в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
993,100067,567938,DealActualStagePoint,173064.0,User,162.0,Deal,4583.0,1610454753,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 7. ИТОГ: клиент готов обсуждать конкретные условия сделки в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
994,100066,567939,Deal,4583.0,User,162.0,Deal,4583.0,1610454760,"Gorbunov, Viktor изменил этап сделки №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новый этап: 3. Переговоры. Клиент: <rb-link object=""Company"" text=""ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:2686}""></rb-link>.",14.0,,False,,2021,1,1,2021-01-12,2,15,Deal,Deal,Сделка,deal,изменил этап сделки
995,100065,567940,DealActualStagePoint,173071.0,User,162.0,Deal,4583.0,1610454769,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 7. Запрос клиентом договора на рассмотрение в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
996,100031,567974,Event,42726.0,User,160.0,Event,42726.0,1610460207,"Создана новая задача - Встреча с представителем компании КФХ ""Москворецкий"". Ответственный: Piven, Aleksey. Автор: Piven, Aleksey. Клиент: <rb-link object=""Company"" text=""КФХ &quot;Москворецкий&quot;"" params=""{&quot;id&quot;:101}""></rb-link>. Завершить не позднее: 12.01.2021.",24.0,,False,,2021,1,1,2021-01-12,2,17,Event,Event,Календарь,calendar,Создано новое событие календаря
998,100034,567971,Event,42725.0,User,160.0,Event,42725.0,1610460115,"Задача завершена - Встреча с представителем компании ООО Золотая Нива (Липецкая сортоиспытательная станция). Ответственный: Piven, Aleksey. Автор: Piven, Aleksey. Клиент: <rb-link object=""Company"" text=""ООО Золотая Нива (Липецкая сортоиспытательная станция)"" params=""{&quot;id&quot;:7}""></rb-link>. Завершить не позднее: 12.01.2021.",50.0,,False,,2021,1,1,2021-01-12,2,17,Event,Event,Календарь,calendar,Завершено событие календаря
999,100035,567970,Comment,59145.0,User,160.0,Event,42725.0,1610460115,"Piven, Aleksey создал новый комментарий ""В момент посещения хо-ва никого на месте не было. Встреча была перенесена на другой день"" в задаче - .",87.0,,False,,2021,1,1,2021-01-12,2,17,Comment,Event,Календарь,calendar,создал новый комментарий в событии календаря
1002,100039,567966,Event,42725.0,User,160.0,Event,42725.0,1610459980,"Создана новая задача - Встреча с представителем компании ООО Золотая Нива (Липецкая сортоиспытательная станция). Ответственный: Piven, Aleksey. Автор: Piven, Aleksey. Клиент: <rb-link object=""Company"" text=""ООО Золотая Нива (Липецкая сортоиспытательная станция)"" params=""{&quot;id&quot;:7}""></rb-link>. Завершить не позднее: 12.01.2021.",24.0,,False,,2021,1,1,2021-01-12,2,16,Event,Event,Календарь,calendar,Создано новое событие календаря
1003,100040,567965,Event,42724.0,User,158.0,Event,42724.0,1610457006,"Создана новая задача - Работа в офисе.. Ответственный: Syrovatskiy, Sergey. Автор: Syrovatskiy, Sergey. Завершить не позднее: 13.01.2021.",24.0,,False,,2021,1,1,2021-01-12,2,16,Event,Event,Календарь,calendar,Создано новое событие календаря
1004,100042,567963,Event,42723.0,User,68.0,Event,42723.0,1610456421,"Задача завершена - Работа в офисе. Ответственный: Dolmatov, Evgeny. Автор: Dolmatov, Evgeny. Завершить не позднее: 31.12.2020.",50.0,,False,,2021,1,1,2021-01-12,2,16,Event,Event,Календарь,calendar,Завершено событие календаря
1005,100043,567962,Comment,59144.0,User,68.0,Event,42723.0,1610456420,"Dolmatov, Evgeny создал новый комментарий ""Работа в офисе."" в задаче - .",87.0,,False,,2021,1,1,2021-01-12,2,16,Comment,Event,Календарь,calendar,создал новый комментарий в событии календаря
1006,100045,567960,Event,42723.0,User,68.0,Event,42723.0,1610456399,"Создана новая задача - Работа в офисе. Ответственный: Dolmatov, Evgeny. Автор: Dolmatov, Evgeny. Завершить не позднее: 31.12.2020.",24.0,,False,,2021,1,1,2021-01-12,2,15,Event,Event,Календарь,calendar,Создано новое событие календаря
1009,100049,567956,Event,42462.0,User,68.0,Event,42462.0,1610456125,"Задача завершена - Встреча с представителем компании ИП Литвинов С.А. Ответственный: Dolmatov, Evgeny. Автор: Dolmatov, Evgeny. Клиент: <rb-link object=""Company"" text=""ИП Литвинов С.А"" params=""{&quot;id&quot;:5026}""></rb-link>. Завершить не позднее: 30.12.2020.",50.0,,False,,2021,1,1,2021-01-12,2,15,Event,Event,Календарь,calendar,Завершено событие календаря
1010,100050,567955,Comment,59143.0,User,68.0,Event,42462.0,1610456125,"Dolmatov, Evgeny создал новый комментарий ""Подписание оригиналов УПД и АПП на трактор. Оплата от банка должна сегодня поступить от банка в 100% исполнении."" в задаче - .",87.0,,False,,2021,1,1,2021-01-12,2,15,Comment,Event,Календарь,calendar,создал новый комментарий в событии календаря
1011,100051,567954,Deal,4583.0,User,162.0,Deal,4583.0,1610456109,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 31.01.2021.",85.0,,False,,2021,1,1,2021-01-12,2,15,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
1014,100055,567950,Event,42331.0,User,68.0,Event,42331.0,1610455990,"Задача завершена - Встреча с представителем компании ЗАО АПП Кировское. Ответственный: Dolmatov, Evgeny. Автор: Dolmatov, Evgeny. Клиент: <rb-link object=""Company"" text=""ЗАО АПП Кировское"" params=""{&quot;id&quot;:22}""></rb-link>. Завершить не позднее: 30.12.2020.",50.0,,False,,2021,1,1,2021-01-12,2,15,Event,Event,Календарь,calendar,Завершено событие календаря
1015,100056,567949,Comment,59142.0,User,68.0,Event,42331.0,1610455990,"Dolmatov, Evgeny создал новый комментарий ""Пока опрыскиватель не покупал, так как зерно упало в цене. После НГ будет этим вопросом заниматься."" в задаче - .",87.0,,False,,2021,1,1,2021-01-12,2,15,Comment,Event,Календарь,calendar,создал новый комментарий в событии календаря
1016,100058,567947,Deal,4583.0,User,162.0,Deal,4583.0,1610454789,"Gorbunov, Viktor изменил этап сделки №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новый этап: 4. Договорная работа. Клиент: <rb-link object=""Company"" text=""ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:2686}""></rb-link>.",14.0,,False,,2021,1,1,2021-01-12,2,15,Deal,Deal,Сделка,deal,изменил этап сделки
1017,100059,567946,DealActualStagePoint,173065.0,User,162.0,Deal,4583.0,1610454787,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 1. Работа с возражениями клиента в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1018,100060,567945,DealActualStagePoint,173066.0,User,162.0,Deal,4583.0,1610454787,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 2. Согласование с клиентом окончательной спецификации и количества в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1019,100061,567944,DealActualStagePoint,173067.0,User,162.0,Deal,4583.0,1610454785,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 3. Согласование с клиентом окончательной цены и скидок в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1020,100062,567943,DealActualStagePoint,173068.0,User,162.0,Deal,4583.0,1610454784,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 4. Согласование с клиентом финансовой схемы и сроков оплаты в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1021,100063,567942,DealActualStagePoint,173069.0,User,162.0,Deal,4583.0,1610454783,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5. Утверждение с клиентом точных сроков поставки и реализации в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1022,100064,567941,DealActualStagePoint,173070.0,User,162.0,Deal,4583.0,1610454772,"Gorbunov, Viktor, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 6. Подведение итогов этапа – резюме согласованных условий, которые будут основой договора в сделке №4583 - <rb-link object=""Deal"" text=""4583.Сделка с клиентом ООО Экополе (Верхнемамонский район)"" params=""{&quot;id&quot;:4583,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1024,100213,567792,DealActualStagePoint,172965.0,User,37.0,Deal,4581.0,1610452087,"Fokin, Roman, Директор филиала Тамбов, выбрал пункт чек-листа 6. Клиент планирует контрактацию (не покупку!) в ближайшие 6 месяцев в сделке №4581 - <rb-link object=""Deal"" text=""4581.Сделка с клиентом ООО  Дина"" params=""{&quot;id&quot;:4581,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,14,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1026,100215,567790,Deal,4581.0,User,37.0,Deal,4581.0,1610452079,"Fokin, Roman, Директор филиала Тамбов, изменил значение в поле ""Дата контрактации"" в сделке №4581 - <rb-link object=""Deal"" text=""4581.Сделка с клиентом ООО  Дина"" params=""{&quot;id&quot;:4581,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 27.01.2021.",85.0,,False,,2021,1,1,2021-01-12,2,14,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
1027,100520,567485,Comment,59106.0,User,68.0,Event,42330.0,1610437307,"Dolmatov, Evgeny создал новый комментарий ""Потребность в тракторе остается . Но покупать до НГ не будут , так как упала цена на зерно. Этим вопросом будут заниматься не раньше конца января."" в задаче - .",87.0,,False,,2021,1,1,2021-01-12,2,10,Comment,Event,Календарь,calendar,создал новый комментарий в событии календаря
1028,100519,567486,Event,42330.0,User,68.0,Event,42330.0,1610437308,"Задача завершена - Встреча с представителем компании ИП Золотарев Владимир Иванович. Ответственный: Dolmatov, Evgeny. Автор: Dolmatov, Evgeny. Клиент: <rb-link object=""Company"" text=""ИП Золотарев Владимир Иванович"" params=""{&quot;id&quot;:24}""></rb-link>. Завершить не позднее: 23.12.2020.",50.0,,False,,2021,1,1,2021-01-12,2,10,Event,Event,Календарь,calendar,Завершено событие календаря
1031,100515,567490,Comment,59107.0,User,68.0,Event,42332.0,1610437570,"Dolmatov, Evgeny создал новый комментарий ""Поздравительная встреча перед НГ. По потребности  в техники, сказал что все что надо купили и больше до осени не планируют покупать."" в задаче - .",87.0,,False,,2021,1,1,2021-01-12,2,10,Comment,Event,Календарь,calendar,создал новый комментарий в событии календаря
1032,100514,567491,Event,42332.0,User,68.0,Event,42332.0,1610437570,"Задача завершена - Встреча с представителем компании КХ Начало. Ответственный: Dolmatov, Evgeny. Автор: Dolmatov, Evgeny. Клиент: <rb-link object=""Company"" text=""КХ Начало"" params=""{&quot;id&quot;:27}""></rb-link>. Завершить не позднее: 23.12.2020.",50.0,,False,,2021,1,1,2021-01-12,2,10,Event,Event,Календарь,calendar,Завершено событие календаря
1034,100511,567494,Event,42705.0,User,52.0,Event,42705.0,1610437959,"Создана новая задача - Встреча с представителем компании ЗАО ""АгроГард"" Липецк. Ответственный: Popov, Roman. Автор: Popov, Roman. Клиент: <rb-link object=""Company"" text=""ЗАО &quot;АгроГард&quot; Липецк"" params=""{&quot;id&quot;:4136}""></rb-link>. Завершить не позднее: 11.01.2021.",24.0,,False,,2021,1,1,2021-01-12,2,10,Event,Event,Календарь,calendar,Создано новое событие календаря
1041,100502,567503,Deal,4002.0,User,61.0,Deal,4002.0,1610438739,"Butyrin, Sergey, Менеджер по продажам техники, изменил значение в поле ""Дата контрактации"" в сделке №4002 - <rb-link object=""Deal"" text=""4002.Сделка с клиентом СПК Широкополье  NH CR 7.90"" params=""{&quot;id&quot;:4002,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 11.11.2020.",85.0,,False,,2021,1,1,2021-01-12,2,11,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
1043,100500,567505,Deal,4579.0,User,68.0,Deal,4579.0,1610438743,"Dolmatov, Evgeny создал новую сделку №4579 - <rb-link object=""Deal"" text=""4579.Сделка с клиентом ООО Ведное"" params=""{&quot;id&quot;:4579,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Клиент: <rb-link object=""Company"" text=""ООО Ведное"" params=""{&quot;id&quot;:73}""></rb-link>.",9.0,,False,,2021,1,1,2021-01-12,2,11,Deal,Deal,Сделка,deal,создал новую сделку
1044,100498,567507,Deal,4002.0,User,61.0,Deal,4002.0,1610438771,"Butyrin, Sergey изменил этап сделки №4002 - <rb-link object=""Deal"" text=""4002.Сделка с клиентом СПК Широкополье  NH CR 7.90"" params=""{&quot;id&quot;:4002,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новый этап: 3. Переговоры. Клиент: <rb-link object=""Company"" text=""СПК Широкополье"" params=""{&quot;id&quot;:1430}""></rb-link>.",14.0,,False,,2021,1,1,2021-01-12,2,11,Deal,Deal,Сделка,deal,изменил этап сделки
1045,100497,567508,DealActualStagePoint,146825.0,User,61.0,Deal,4002.0,1610438776,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 1. Работа с возражениями клиента в сделке №4002 - <rb-link object=""Deal"" text=""4002.Сделка с клиентом СПК Широкополье  NH CR 7.90"" params=""{&quot;id&quot;:4002,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,11,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
